_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2977,166851474,17218552,10,2017-11-11T12:51:00,"5000 Block Gertrude St Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT,2709(a) Harassment.,1515,5,3,-79.94214671,40.40885353
2709,166829347,17218542,14,2017-11-11T12:58:00,"200 Block Bonvue St Pittsburgh, PA 15214",N,Perry North,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2602,1,1,-80.01562416,40.49005112
427,166829285,17218553,17,2017-11-11T13:00:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault / 6301 Corruption of Minors.,,,,,
1374,-2751023239,17218556,6,2017-11-11T13:00:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1803,3,4,-79.99548539,40.42151101
2734,166831300,17218580,5,2017-11-11T13:00:00,"3800 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,BURGLARY,3502 Burglary.,2708,1,1,-80.03569278,40.48455007
2822,166828181,17218561,0,2017-11-11T13:07:00,"Irvine St & Greenfield Ave Pittsburgh, PA 15207",Y,Hazelwood,4,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1501,5,3,-79.95203597,40.42491653
2997,-2914011976,17218566,99,2017-11-11T13:16:00,"2500 Block N Meadowcroft Ave Pittsburgh, PA 15216",Y,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,,,-80.04859934,40.40071044
384,166829422,17218568,21,2017-11-11T13:20:00,"200 Block Becks Run Rd Pittsburgh, PA 15210",Y,Carrick,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,2902,4,4,-79.98064095,40.39225362
2821,166828106,17218569,10,2017-11-11T13:20:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT,2709 Harassment (Non-Specific),2204,1,1,-80.00366043,40.45302239
402,-2944011972,17218575,6,2017-11-11T13:30:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,507,8,3,-79.94973754,40.45017805
2189,166828370,17218574,6,2017-11-11T13:30:00,"600 Block S Linden Ave Pittsburgh, PA 15206",N,Point Breeze,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1404,8,3,-79.91506707,40.44777993
2211,166903627,17218630,11,2017-11-11T13:30:00,"2400 Block Baldwick Rd Pittsburgh, PA 15220",N,Oakwood,6,CREDIT CARDS,4106 Access Device Fraud,2812,2,5,-80.06024246,40.42675143
2996,166831948,17218660,6,2017-11-11T13:30:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",N,Bluff,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,6,6,-80.0064055,40.44173292
428,166830920,17218573,10,2017-11-11T13:32:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a)(4) Harassment Communicates Prohibited Acts / 903 Criminal Conspiracy.,2715,1,1,-80.03076371,40.47563977
3104,166928845,17218573,10,2017-11-11T13:32:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a)(4) Harassment Communicates Prohibited Acts / 903 Criminal Conspiracy.,2715,6,6,-79.99630099,40.43469659
2198,166830419,17218596,6,2017-11-11T13:40:00,"2nd Ave & Swinburne St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle,1501,3,3,-79.95376996,40.42594801
3046,166828875,17218591,0,2017-11-11T14:04:00,"300 Block Lawn St Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): ,409,6,3,-79.96360688,40.43448213
2176,166831236,17218664,10,2017-11-11T14:20:00,"600 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 901 Criminal Attempt,1404,8,3,-79.91595869,40.44828081
2190,166829759,17218626,10,2017-11-11T15:20:00,"Smithfield St & 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-79.99773116,40.44145645
1933,166831582,17218622,99,2017-11-11T15:27:00,"2100 Block S 18th St Pittsburgh, PA 15203",Y,South Side Slopes,3,AIDED CASE,9497 Aided Case,1706,3,4,-79.98007997,40.42132424
443,166836619,17218618,14,2017-11-11T15:40:00,"Antietam St & President Way Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9489 Found Property,1014,7,2,-79.92491291,40.48414147
2718,166831287,17218633,10,2017-11-11T15:45:00,"100 Block Minooka St Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2901,4,4,-79.99230585,40.40353127
385,166832694,17218369,0,2017-11-11T15:51:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,1302,9,2,-79.89629786,40.45739668
442,166833322,17218715,10,2017-11-11T15:52:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1302,9,2,-79.89629786,40.45739668
1996,166834773,17218662,10,2017-11-11T16:26:00,"7000 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1301,9,2,-79.89927295,40.46308972
2266,166831589,17218672,99,2017-11-11T16:30:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",Y,Knoxville,3,FOUND PROPERTY,9489 Found Property,3001,3,4,-79.99396625,40.40909449
394,166832894,17218678,5,2017-11-11T16:47:00,"1100 Block Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,BURGLARY,3502 Burglary. / 2706 Terroristic Threats.,1517,5,3,-79.92999868,40.42160162
2451,167137772,17221985,11,2017-11-11T17:00:00,"3800 Block Mayfair St Pittsburgh, PA 15204",N,Windgap,6,CREDIT CARDS,4106 Access Device Fraud / 4105(a)(1) Bad Checks,2807,2,5,-80.08055288,40.45946527
2955,166832542,17218691,0,2017-11-11T17:03:00,"Belhurst Ave & Merle St Pittsburgh, PA 15204",N,Windgap,6,99,9999 9999 - (Misc. Incident): Gun seen,2807,2,5,-80.07814771,40.45778707
2192,166832427,17218753,18,2017-11-11T17:14:00,"E Warrington Ave & Haberman Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.,1809,3,4,-80.00248666,40.42102914
1183,166832629,17218703,0,2017-11-11T17:23:00,"100 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.99905,40.44509999
692,167120660,17221841,10,2017-11-11T18:00:00,"100 Block S 15th St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1702,3,4,-79.98353135,40.4279461
1814,166832242,17218712,18,2017-11-11T18:00:00,"Eugenie Way & Manton Way Pittsburgh, PA 15210",Y,Allentown,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1301 Registration and Certificate of Title Required.,1803,3,4,-79.99528325,40.42127784
2267,166832324,17218748,27,2017-11-11T18:10:00,"1800 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,305,6,3,-79.98289274,40.44191944
1935,166832975,17218754,99,2017-11-11T18:22:00,"6300 Block Aurelia St Pittsburgh, PA 15206",N,Shadyside,4,FOUND PROPERTY,9489 Found Property,708,8,2,-79.92147753,40.45792969
2735,166833441,17218757,27,2017-11-11T18:25:00,"21st St & Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.9838597,40.45231145
2268,166835063,17218750,6,2017-11-11T18:35:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3925 Receiving Stolen Property. / 9501 Bench Warrant / 9501 Bench Warrant / 9501 Bench Warrant / 9501 Bench Warrant,1115,8,2,-79.92271679,40.46059432
2972,166836312,17218776,0,2017-11-11T18:46:00,"1600 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,99,9999 9999 - (Misc. Incident): Domestic Related Incident,1014,7,2,-79.92847499,40.48253196
2245,166833509,17218786,18,2017-11-11T19:02:00,"1300 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3111 Obedience to Traffic-Control Devices.,2020,2,5,-80.04376167,40.44758823
1357,166834304,17218798,27,2017-11-11T19:05:00,"Wylie Ave & Devilliers St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,3,-79.9807898,40.44423542
429,166834371,17218795,14,2017-11-11T19:18:00,"1900 Block Robinson Blvd Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.86814451,40.45115336
396,166834414,17218802,0,2017-11-11T19:19:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,4,4,-79.99016916,40.403795
2212,166903687,17218804,27,2017-11-11T19:27:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.02513537,40.41286805
444,166836781,17218810,6,2017-11-11T19:36:00,"5900 Block Buttermilk Hollow Rd Pittsburgh, PA 15207",Y,Lincoln Place,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3102,,,-79.90768734,40.36264254
467,166889538,17218810,13,2017-11-11T19:36:00,"5900 Block Buttermilk Hollow Rd Pittsburgh, PA 15207",Y,Lincoln Place,4,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles.,3102,,,-79.90768734,40.36264254
2391,166997725,17218813,0,2017-11-11T19:43:00,"100 Block Auburn St Pittsburgh, PA 15206",N,Larimer,5,99,"5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal",1208,9,2,-79.91678996,40.463793
446,166836985,17218824,16,2017-11-11T20:16:00,"Middle St & Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,PROSTITUTION,5902(a)(2) Prostitution - Loitering for purpose of / 5902(a)(1) Prostitution ,2304,1,1,-79.999646,40.45536416
2736,166835406,17218826,0,2017-11-11T20:25:00,"2200 Block Harrison Ave Latrobe, PA 15650",Y,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,-79.70544713,40.6346214
397,166836800,17218838,16,2017-11-11T20:45:00,"Middle St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,PROSTITUTION,5902(a)(2) Prostitution - Loitering for purpose of / 5902(a)(1) Prostitution ,2304,1,1,-79.99915909,40.4537522
1184,166835049,17218843,10,2017-11-11T20:45:00,"2900 Block Sacramento Ave Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT,2709 Harassment (Non-Specific),2018,2,5,-80.04890307,40.45653526
2231,166857204,17219307,6,2017-11-11T21:00:00,"1600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,4,-79.98264653,40.42874675
1358,166836896,17218857,6,2017-11-11T21:07:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1413,5,3,-79.92305429,40.43802148
1185,166838194,17218830,6,2017-11-11T21:16:00,"5100 Block Cypress St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,804,7,2,-79.94385534,40.45692979
796,167075245,17218885,27,2017-11-11T21:59:00,"Pa Rt 28 Ramp & East Ohio St Ramp Pittsburgh, PA 15212",Y,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-80.00167468,40.45329454
1186,166838282,17218884,14,2017-11-11T22:00:00,"1300 Block Jeffers St Pittsburgh, PA 15204",Y,Sheraden,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.0651535,40.45384155
2271,166908639,17219771,0,2017-11-11T22:12:00,"2300 Block Beaufort Ave Pittsburgh, PA 15226",N,Brookline,6,99,7611(a)(1) Unlawful Use of a Computer,1917,4,4,-80.01881866,40.3999976
2247,166846428,17219127,27,2017-11-11T22:35:00,"Sanctus St & S Main St Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2019,2,5,-80.03290749,40.441614
1845,166841690,17218897,15,2017-11-11T23:05:00,"Bennett St & N Dallas Ave Pittsburgh, PA 15208",Y,Homewood West,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving,1207,9,2,-79.90408115,40.45800883
448,166840399,17218926,21,2017-11-11T23:32:00,"W Warrington Ave & Boggs Ave Pittsburgh, PA 15226",Y,Mount Washington,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1915,4,5,-80.0110922,40.41560949
398,166839917,17218929,10,2017-11-11T23:38:00,"700 Block Collins Ave Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1113,9,2,-79.91824359,40.46739223
2067,166865810,17219532,27,2017-11-11T23:45:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,4,-79.97079297,40.42790815
1187,166839801,17218940,29,2017-11-11T23:59:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
1188,166839884,17218943,29,2017-11-11T23:59:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
2246,166842316,17218947,14,2017-11-12T00:05:00,"500 Block Mountain Ave Pittsburgh, PA 15210",N,Mount Oliver,3,CRIM MISCHIEF,3304 Criminal Mischief.,1607,3,4,-79.97732179,40.41147802
2335,166955934,17220506,27,2017-11-12T00:05:00,"100 Block S 16th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.98310596,40.42843857
2956,-2856011830,17218932,26,2017-11-12T00:08:00,"1300 Block Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1702,3,4,-79.98511872,40.42922588
431,166840125,17218952,10,2017-11-12T00:22:00,"700 Block Casino Dr Pittsburgh, PA 15212",Y,North Shore,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2205,6,6,-80.02075781,40.44686778
1998,166840453,17218939,5,2017-11-12T00:30:00,"1400 Block Tyndall St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2022,2,5,-80.0627037,40.45067644
823,166840605,17218951,18,2017-11-12T00:32:00,"300 Block COPPERFIELD Ave Pittsburgh, PA 15210",Y,Carrick,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 4304(a)(1) Endangering Welfare of Children.,2901,4,4,-79.99133676,40.39512115
447,166840257,17218964,0,2017-11-12T00:38:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,6,3,-79.98046032,40.43913488
1997,166840202,17218973,0,2017-11-12T00:55:00,"4100 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.02162094,40.49296616
2804,166852733,17219244,6,2017-11-12T01:00:00,"1300 Block Denniston St Pittsburgh, PA 15217",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1404,8,3,-79.91964127,40.44591359
505,166906324,17219991,27,2017-11-12T01:30:00,"7th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-80.00025935,40.44323052
1249,166842827,17218998,10,2017-11-12T01:43:00,"300 Block N Craig St Pittsburgh, PA 15213",Y,North Oakland,4,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,507,8,3,-79.94938724,40.44559065
2002,166857190,17219317,5,2017-11-12T01:57:00,"100 Block S 22nd St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary.,1609,3,4,-79.9748527,40.42778281
400,166843523,17219034,0,2017-11-12T02:00:00,"1700 Block Letsche St Pittsburgh, PA 15214",Y,Fineview,1,99,601.16 Public Urination And Defecation,2509,6,1,-80.00823887,40.46262849
2957,166843263,17219016,27,2017-11-12T02:09:00,"300 Block N Graham St Pittsburgh, PA 15206",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1114,9,2,-79.93378212,40.46688228
449,166842178,17219014,3,2017-11-12T02:15:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,ROBBERY,3701 Robbery. / 3503 Criminal Trespass / 2902 Unlawful Restraint.,509,6,3,-79.97427068,40.44960637
2974,166842128,17219018,9,2017-11-12T02:17:00,"3800 Block Hiawatha St Pittsburgh, PA 15212",Y,Brighton Heights,1,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2701,1,1,-80.04437702,40.48264603
1248,166841722,17219027,99,2017-11-12T02:20:00,"6900 Block Kelly St Pittsburgh, PA 15208",N,Homewood West,5,LOST PROPERTY,9504 Lost Property,1207,9,2,-79.90426706,40.45705471
1250,166843269,17219045,10,2017-11-12T02:56:00,"4000 Block Howley St Pittsburgh, PA 15224",Y,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,903,7,2,-79.95720324,40.46356392
2973,166841921,17219035,29,2017-11-12T03:00:00,"7100 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1202,9,2,-79.8961159,40.46873002
399,166843101,17219053,0,2017-11-12T03:15:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-80.00084389,40.45089272
827,166854511,17219257,6,2017-11-12T03:39:00,"300 Block Cederville St Pittsburgh, PA 15224",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,1113,7,2,-79.949013,40.46161675
2251,166856665,17219278,6,2017-11-12T04:00:00,"200 Block 42nd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902,7,2,-79.96058268,40.47019119
2719,166846736,17219114,3,2017-11-12T04:15:00,"6800 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,ROBBERY,3701 Robbery. / 2701 Simple Assault.,1414,5,3,-79.90643565,40.42736141
826,166851977,17219176,29,2017-11-12T04:30:00,"7300 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89644708,40.45286869
500,166844267,17219068,13,2017-11-12T05:00:00,"100 Block Murtland Ave South Strabane, PA 15301",Y,Outside County,OSC,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(31) Marijuana: Possession Small Amount / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 1543 Driving While Operating Privilege is Suspended or Revoked.,6699,,,-80.2377221,40.17998762
1999,166845129,17219102,0,2017-11-12T05:22:00,"31st St Brg & Penn Ave Pittsburgh, PA 15201",Y,Troy Hill,1,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2406,,,0,0
401,166845057,17219112,10,2017-11-12T06:12:00,"2200 Block Bentley Dr Pittsburgh, PA 15213",Y,Terrace Village,2,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701 Simple Assault.",510,6,3,-79.9702593,40.44010236
2975,166847245,17219117,99,2017-11-12T06:35:00,"700 Block Excelsior St Pittsburgh, PA 15210",N,Allentown,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1803,3,4,-79.99577535,40.422704
2824,166857196,17219327,5,2017-11-12T07:00:00,"6500 Block Lilac St Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1414,5,3,-79.92373308,40.42309123
2976,166848456,17219145,14,2017-11-12T07:30:00,"900 Block Kennebec St Pittsburgh, PA 15217",N,Greenfield,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.93182907,40.42509795
460,166847548,17219129,23,2017-11-12T08:00:00,"50 Block 11th St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,3,4,-79.98767223,40.42895953
2232,166858186,17219330,6,2017-11-12T08:00:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.98769558,40.44040542
2249,166852925,17219237,14,2017-11-12T09:00:00,"800 Block East Ohio St Pittsburgh, PA 15211",N,East Allegheny,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2304,1,1,-79.99670761,40.45441069
2337,166957977,17220548,11,2017-11-12T09:00:00,"6500 Block Rosemoor St Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,1414,5,3,-79.92382841,40.42245899
3133,166853770,17219230,99,2017-11-12T09:00:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2609,1,1,-79.99947307,40.47574398
2248,166851463,17219151,0,2017-11-12T09:13:00,"7300 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.89644708,40.45286869
2000,166853311,17219238,14,2017-11-12T10:00:00,"800 Block Turtle Way Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2304,1,1,-79.99669075,40.4554539
2978,166852457,17219188,0,2017-11-12T10:20:00,"7200 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.89454512,40.46177811
461,166851763,17219178,0,2017-11-12T10:30:00,"Liverpool St & Manhattan St Pittsburgh, PA 15233",Y,Manchester,1,99,3714 Careless Driving / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,2107,6,1,-80.02663764,40.45497226
2001,166853701,17219239,14,2017-11-12T11:00:00,"800 Block Concord St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2304,1,1,-79.99792377,40.45756351
2250,166853351,17219214,27,2017-11-12T11:12:00,"Plum Way & 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.95919128,40.47690303
462,166854402,17219258,6,2017-11-12T12:00:00,"1900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.97896499,40.42846581
1595,166957436,17220512,14,2017-11-12T12:00:00,"1600 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,6,3,-79.98496036,40.44140381
2064,166860370,17219372,14,2017-11-12T12:00:00,"900 Block Lilac St Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1517,5,3,-79.93283783,40.42474452
2072,166875604,17219712,27,2017-11-12T12:00:00,"6700 Block Greenwood St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.92799815,40.48687616
2221,166935212,17219254,6,2017-11-12T12:10:00,Overlook Dr,N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1413,,,0,0
2230,166855335,17219274,5,2017-11-12T13:06:00,"2300 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,BURGLARY,3502 Burglary.,501,6,3,-79.97564713,40.44806525
451,166856734,17219283,27,2017-11-12T13:20:00,"400 Block Noble St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.93716888,40.45501311
